"name","link","rank","draft_year","draft_rd","draft_pk","recruit_year","top","highSchool","coll","draft","rookie","success"
"David Padgett","https://www.sports-reference.com/cbb/players/david-padgett-1.html",7,,,,2003,1,1,0,,,
"Brian Butch","https://www.sports-reference.com/cbb/players/brian-butch-1.html",7,,,,2003,1,1,0,,,
"Leon Powe","/players/p/powele01.html",9,2006,2,49,2003,1,1,1,0,,
"Kris Humphries","/players/h/humphkr01.html",10,2004,1,14,2003,1,1,1,1,1,3
"Von Wafer","/players/w/wafervo01.html",11,2005,2,39,2003,1,1,1,0,,
"Brandon Bass","/players/b/bassbr01.html",12,2005,2,33,2003,1,1,1,1,1,3
"Olu Famutimi","https://www.sports-reference.com/cbb/players/olu-famutimi-1.html",13,,,,2003,1,1,0,,,
"Travis Outlaw","/players/o/outlatr01.html",14,2003,1,23,2003,1,1,2,1,1,4
"J.R. Giddens","/players/g/giddejr01.html",14,2008,1,30,2003,1,1,1,0,,
"Linas Kleiza","/players/k/kleizli01.html",14,2005,1,27,2003,1,1,1,1,1,3
"Mike Jones","https://www.sports-reference.com/cbb/players/mike-jones-2.html",17,,,,2003,1,1,0,,,
"Charlie Villanueva","/players/v/villach01.html",18,2005,1,7,2003,1,1,1,1,1,3
"Trevor Ariza","/players/a/arizatr01.html",19,2004,2,43,2003,1,1,1,1,1,1
"James Lang","/players/l/langja01.html",20,2003,2,48,2003,1,1,2,0,,
"Drew Lavender","https://www.sports-reference.com/cbb/players/drew-lavender-1.html",21,,,,2003,1,1,0,,,
"Dion Harris","https://www.sports-reference.com/cbb/players/dion-harris-1.html",22,,,,2003,1,1,0,,,
"Brandon Cotton","https://www.sports-reference.com/cbb/players/brandon-cotton-1.html",23,,,,2003,1,1,0,,,
"Regis Koundjia","https://www.sports-reference.com/cbb/players/regis-koundjia-1.html",24,,,,2003,1,1,0,,,
"Mustafa Shakur","/players/s/shakumu01.html",25,,,,2003,1,1,0,,,
"Ivan Harris","https://www.sports-reference.com/cbb/players/ivan-harris-1.html",26,,,,2003,1,1,0,,,
"Ekene Ibekwe","https://www.sports-reference.com/cbb/players/ekene-ibekwe-1.html",27,,,,2003,1,1,0,,,
"Rich McBride","https://www.sports-reference.com/cbb/players/rich-mcbride-1.html",28,,,,2003,1,1,0,,,
"Chris Taft","/players/t/taftch01.html",29,2005,2,42,2003,1,1,1,0,,
"Jackie Butler","/players/b/butleja01.html",30,,,,2003,1,0,,,,
"Demetris Nichols","/players/n/nichode01.html",31,2007,2,53,2003,1,1,1,0,,
"Aaron Brooks","/players/b/brookaa01.html",32,2007,1,26,2003,1,1,1,1,1,3
"Sean Banks","https://www.sports-reference.com/cbb/players/sean-banks-1.html",33,,,,2003,1,1,0,,,
"Darryl Watkins","/players/w/watkida01.html",34,,,,2003,1,1,0,,,
"Ayinde Ubaka","https://www.sports-reference.com/cbb/players/ayinde-ubaka-1.html",35,,,,2003,1,1,0,,,
"Rodrick Stewart","https://www.sports-reference.com/cbb/players/rodrick-stewart-1.html",36,,,,2003,1,1,0,,,
"Tack Minor","https://www.sports-reference.com/cbb/players/tack-minor-1.html",37,,,,2003,1,1,0,,,
"Thomas Gardner","/players/g/gardnth01.html",38,,,,2003,1,1,0,,,
"Ronnie Brewer","/players/b/brewero02.html",39,2006,1,14,2003,1,1,1,1,1,2
"Gary Forbes","/players/f/forbega01.html",39,,,,2003,1,1,0,,,
"Marcus Williams","/players/w/willima03.html",41,2006,1,22,2003,1,1,1,0,,
"Terrence Roberts","https://www.sports-reference.com/cbb/players/terrence-roberts-1.html",42,,,,2003,1,1,0,,,
"Chris Richard","/players/r/richach01.html",43,2007,2,41,2003,1,1,1,0,,
"Martin Iti","https://www.sports-reference.com/cbb/players/martin-iti-1.html",44,,,,2003,1,1,0,,,
"Will Sheridan","https://www.sports-reference.com/cbb/players/will-sheridan-1.html",45,,,,2003,1,1,0,,,
"Mohamed Abukar","https://www.sports-reference.com/cbb/players/mohamed-abukar-1.html",46,,,,2003,1,1,0,,,
"Brandon Jenkins","https://www.sports-reference.com/cbb/players/brandon-jenkins-1.html",47,,,,2003,1,1,0,,,
"Shagari Alleyne","https://www.sports-reference.com/cbb/players/shagari-alleyne-1.html",48,,,,2003,1,1,0,,,
"Alexander Johnson","/players/j/johnsal01.html",49,2006,2,45,2003,1,1,1,0,,
"Gary Ervin","https://www.sports-reference.com/cbb/players/gary-ervin-1.html",50,,,,2003,1,1,0,,,
"Drew Naymick","https://www.sports-reference.com/cbb/players/drew-naymick-1.html",51,,,,2003,1,1,0,,,
"Courtney Sims","/players/s/simsco01.html",52,,,,2003,1,1,0,,,
"Brian Randle","https://www.sports-reference.com/cbb/players/brian-randle-1.html",53,,,,2003,1,1,0,,,
"Cartier Martin","/players/m/martica01.html",54,,,,2003,1,1,0,,,
"Omar Wilkes","https://www.sports-reference.com/cbb/players/omar-wilkes-1.html",55,,,,2003,1,1,0,,,
"Lodrick Stewart","https://www.sports-reference.com/cbb/players/lodrick-stewart-1.html",56,,,,2003,1,1,0,,,
"Brandon Foust","https://www.sports-reference.com/cbb/players/brandon-foust-1.html",57,,,,2003,1,1,0,,,
"Corey Gibbs","https://www.sports-reference.com/cbb/players/corey-gibbs-1.html",58,,,,2003,1,1,0,,,
"Major Wingate","https://www.sports-reference.com/cbb/players/major-wingate-1.html",59,,,,2003,1,1,0,,,
"Reyshawn Terry","https://www.sports-reference.com/cbb/players/reyshawn-terry-1.html",60,,,,2003,1,1,0,,,
"J.R. Reynolds","https://www.sports-reference.com/cbb/players/jr-reynolds-2.html",61,,,,2003,1,1,0,,,
"Brent Petway","https://www.sports-reference.com/cbb/players/brent-petway-1.html",62,,,,2003,1,1,0,,,
"Art Bowers","https://www.sports-reference.com/cbb/players/art-bowers-1.html",63,,,,2003,1,1,0,,,
"Dorell Wright","/players/w/wrighdo01.html",64,2004,1,19,2003,1,1,1,1,1,2
"Mike Nardi","https://www.sports-reference.com/cbb/players/mike-nardi-1.html",65,,,,2003,1,1,0,,,
"Paul Millsap","/players/m/millspa01.html",66,2006,2,47,2003,1,1,1,1,1,1
"Jeremy Ingram","https://www.sports-reference.com/cbb/players/jeremy-ingram-1.html",67,,,,2003,1,1,0,,,
"Jermareo Davidson","/players/d/davidje01.html",68,2007,2,36,2003,1,1,1,0,,
"Guillermo Diaz","/players/d/diazgu01.html",68,2006,2,52,2003,1,1,1,0,,
"Dwight Brewington","https://www.sports-reference.com/cbb/players/dwight-brewington-1.html",70,,,,2003,1,1,0,,,
"Dameon Mason","https://www.sports-reference.com/cbb/players/dameon-mason-1.html",71,,,,2003,1,1,0,,,
"Kenny Harris","https://www.sports-reference.com/cbb/players/kenny-harris-2.html",72,,,,2003,1,1,0,,,
"Wesley Green","https://www.sports-reference.com/cbb/players/wesley-green-1.html",73,,,,2003,1,1,0,,,
"Darian Townes","https://www.sports-reference.com/cbb/players/darian-townes-1.html",74,,,,2003,1,1,0,,,
"Lorrenzo Wade","https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html",75,,,,2003,1,1,0,,,
"Dez Willingham","https://www.sports-reference.com/cbb/players/dez-willingham-1.html",76,,,,2003,1,1,0,,,
"Hassan Fofana","https://www.sports-reference.com/cbb/players/hassan-fofana-1.html",77,,,,2003,1,1,0,,,
"Marquise Kately","https://www.sports-reference.com/cbb/players/marquise-kately-1.html",78,,,,2003,1,1,0,,,
"P.J. Tucker","/players/t/tuckepj01.html",79,2006,2,35,2003,1,1,1,1,1,2
"Vincent Banks","",80,,,,2003,1,0,,,,
"Renaldo Balkman","/players/b/balkmre01.html",80,2006,1,20,2003,1,1,1,0,,
"Wesley Washington","https://www.sports-reference.com/cbb/players/wesley-washington-1.html",82,,,,2003,1,1,0,,,
"Tim Morris","https://www.sports-reference.com/cbb/players/tim-morris-1.html",83,,,,2003,1,1,0,,,
"Sammy Mejia","https://www.sports-reference.com/cbb/players/sammy-mejia-1.html",84,,,,2003,1,1,0,,,
"Lawrence McKenzie","https://www.sports-reference.com/cbb/players/lawrence-mckenzie-1.html",85,,,,2003,1,1,0,,,
"Matt Causey","https://www.sports-reference.com/cbb/players/matt-causey-1.html",86,,,,2003,1,1,0,,,
"Keith Wooden","https://www.sports-reference.com/cbb/players/keith-wooden-1.html",87,,,,2003,1,1,0,,,
"Brandon Wallace","https://www.sports-reference.com/cbb/players/brandon-wallace-1.html",88,,,,2003,1,1,0,,,
"Omari Isreal","https://www.sports-reference.com/cbb/players/omari-isreal-1.html",89,,,,2003,1,1,0,,,
"Gerald Brown","https://www.sports-reference.com/cbb/players/gerald-brown-1.html",90,,,,2003,1,1,0,,,
"Ryan Appleby","https://www.sports-reference.com/cbb/players/ryan-appleby-1.html",90,,,,2003,1,1,0,,,
"Daon Merritt","https://www.sports-reference.com/cbb/players/daon-merritt-1.html",92,,,,2003,1,1,0,,,
"Devon Evertsen","https://www.sports-reference.com/cbb/players/devon-evertsen-1.html",93,,,,2003,1,1,0,,,
"Will Blalock","/players/b/blalowi01.html",94,2006,2,60,2003,1,1,1,0,,
"Josh Boone","/players/b/boonejo01.html",95,2006,1,23,2003,1,1,1,1,0,
"Sylvester Mayes","https://www.sports-reference.com/cbb/players/sylvester-mayes-1.html",96,,,,2003,1,1,0,,,
"Patrick Ewing","/players/e/ewingpa02.html",97,2008,2,43,2003,1,1,1,0,,
"Karron Clarke","https://www.sports-reference.com/cbb/players/karron-clarke-1.html",98,,,,2003,1,1,0,,,
"Shawn Taylor","https://www.sports-reference.com/cbb/players/shawn-taylor-1.html",99,,,,2003,1,1,0,,,
"Longar Longar","https://www.sports-reference.com/cbb/players/longar-longar-1.html",100,,,,2003,1,1,0,,,
"Dwight Howard","/players/h/howardw01.html",1,2004,1,1,2004,1,1,2,1,1,1
"Shaun Livingston","/players/l/livinsh01.html",2,2004,1,4,2004,1,1,2,1,1,3
"Al Jefferson","/players/j/jeffeal01.html",3,2004,1,15,2004,1,1,2,1,1,2
"Josh Smith","/players/s/smithjo03.html",4,2004,1,17,2004,1,1,2,1,1,1
"Rudy Gay","/players/g/gayru01.html",5,2006,1,8,2004,1,1,1,1,1,2
"Sebastian Telfair","/players/t/telfase01.html",6,2004,1,13,2004,1,1,2,1,1,4
"Marvin Williams","/players/w/willima02.html",7,2005,1,2,2004,1,1,1,1,1,3
"Robert Swift","/players/s/swiftro01.html",8,2004,1,12,2004,1,1,2,0,,
"Malik Hairston","/players/h/hairsma01.html",9,2008,2,48,2004,1,1,1,0,,
"Randolph Morris","/players/m/morrira01.html",10,,,,2004,1,1,0,,,
"Glen Davis","/players/d/davisgl01.html",11,2007,2,35,2004,1,1,1,1,1,4
"LaMarcus Aldridge","/players/a/aldrila01.html",12,2006,1,2,2004,1,1,1,1,1,1
"D.J. White","/players/w/whitedj01.html",13,2008,1,29,2004,1,1,1,0,,
"Joe Crawford","/players/c/crawfjo01.html",14,2008,2,58,2004,1,1,1,0,,
"Darius Washington","/players/w/washida01.html",15,,,,2004,1,1,0,,,
"Juan Palacios","https://www.sports-reference.com/cbb/players/juan-palacios-1.html",16,,,,2004,1,1,0,,,
"Jawann McClellan","https://www.sports-reference.com/cbb/players/jawann-mcclellan-1.html",17,,,,2004,1,1,0,,,
"DeMarcus Nelson","/players/n/nelsode01.html",18,,,,2004,1,1,0,,,
"Daniel Gibson","/players/g/gibsoda01.html",19,2006,2,42,2004,1,1,1,1,1,3
"Jordan Farmar","/players/f/farmajo01.html",20,2006,1,26,2004,1,1,1,1,1,3
"Rajon Rondo","/players/r/rondora01.html",21,2006,1,21,2004,1,1,1,1,1,2
"Mike Williams","https://www.sports-reference.com/cbb/players/mike-williams-5.html",22,,,,2004,1,1,0,,,
"J.R. Smith","/players/s/smithjr01.html",23,2004,1,18,2004,1,1,2,1,1,2
"A.J. Price","/players/p/priceaj01.html",24,2009,2,52,2004,1,1,1,0,,
"Corey Brewer","/players/b/breweco01.html",25,2007,1,7,2004,1,1,1,1,1,3
"Arron Afflalo","/players/a/afflaar01.html",26,2007,1,27,2004,1,1,1,1,1,3
"Jason Rich","https://www.sports-reference.com/cbb/players/jason-rich-1.html",27,,,,2004,1,1,0,,,
"Marquise Gray","https://www.sports-reference.com/cbb/players/marquise-gray-1.html",28,,,,2004,1,1,0,,,
"Kyle Lowry","/players/l/lowryky01.html",29,2006,1,24,2004,1,1,1,1,1,1
"Robert Vaden","https://www.sports-reference.com/cbb/players/robert-vaden-1.html",30,,,,2004,1,1,0,,,
"Russell Robinson","https://www.sports-reference.com/cbb/players/russell-robinson-1.html",31,,,,2004,1,1,0,,,
"Roy Bright","https://www.sports-reference.com/cbb/players/roy-bright-1.html",32,,,,2004,1,1,0,,,
"Gabe Pruitt","/players/p/pruitga01.html",33,2007,2,32,2004,1,1,1,0,,
"Shawne Williams","/players/w/willish03.html",34,2006,1,17,2004,1,1,1,0,,
"Cedric Simmons","/players/s/simmoce01.html",34,2006,1,15,2004,1,1,1,0,,
"Josh Wright","https://www.sports-reference.com/cbb/players/josh-wright-1.html",36,,,,2004,1,1,0,,,
"Greg Stiemsma","/players/s/stiemgr01.html",37,,,,2004,1,1,0,,,
"Ronald Steele","https://www.sports-reference.com/cbb/players/ronald-steele-1.html",38,,,,2004,1,1,0,,,
"Bryce Taylor","https://www.sports-reference.com/cbb/players/bryce-taylor-1.html",39,,,,2004,1,1,0,,,
"Brian Johnson","https://www.sports-reference.com/cbb/players/brian-johnson-3.html",40,,,,2004,1,1,0,,,
"Isaiah Swann","https://www.sports-reference.com/cbb/players/isaiah-swann-1.html",40,,,,2004,1,1,0,,,
"Dorell Wright","/players/w/wrighdo01.html",40,2004,1,19,2004,1,1,2,1,1,2
"Sasha Kaun","https://www.sports-reference.com/cbb/players/sasha-kaun-1.html",43,,,,2004,1,1,0,,,
"Steven Hill","/players/h/hillst01.html",44,,,,2004,1,1,0,,,
"Jason Horton","https://www.sports-reference.com/cbb/players/jason-horton-1.html",45,,,,2004,1,1,0,,,
"Sean Singletary","/players/s/singlse01.html",46,2008,2,42,2004,1,1,1,0,,
"Al Horford","/players/h/horfoal01.html",47,2007,1,3,2004,1,1,1,1,1,1
"Marshall Brown","https://www.sports-reference.com/cbb/players/marshall-brown-1.html",47,,,,2004,1,1,0,,,
"James Gist","https://www.sports-reference.com/cbb/players/james-gist-1.html",49,,,,2004,1,1,0,,,
"Dion Dowell","https://www.sports-reference.com/cbb/players/dion-dowell-1.html",49,,,,2004,1,1,0,,,
"Justin Cerasoli","https://www.sports-reference.com/cbb/players/justin-cerasoli-1.html",51,,,,2004,1,1,0,,,
"Ra'Sean Dickey","https://www.sports-reference.com/cbb/players/rasean-dickey-1.html",51,,,,2004,1,1,0,,,
"JamesOn Curry","/players/c/curryja01.html",53,2007,2,51,2004,1,1,1,0,,
"Drew Neitzel","https://www.sports-reference.com/cbb/players/drew-neitzel-1.html",54,,,,2004,1,1,0,,,
"Quentin Thomas","https://www.sports-reference.com/cbb/players/quentin-thomas-1.html",55,,,,2004,1,1,0,,,
"Churchill Odia","https://www.sports-reference.com/cbb/players/churchill-odia-1.html",56,,,,2004,1,1,0,,,
"Josh Shipp","https://www.sports-reference.com/cbb/players/josh-shipp-1.html",57,,,,2004,1,1,0,,,
"Charles Rhodes","https://www.sports-reference.com/cbb/players/charles-rhodes-1.html",58,,,,2004,1,1,0,,,
"Charles Thomas","https://www.sports-reference.com/cbb/players/charles-thomas-3.html",59,,,,2004,1,1,0,,,
"Andrew Brackman","https://www.sports-reference.com/cbb/players/andrew-brackman-1.html",60,,,,2004,1,1,0,,,
"Marquie Cooke","https://www.sports-reference.com/cbb/players/marquie-cooke-1.html",61,,,,2004,1,1,0,,,
"Shan Foster","https://www.sports-reference.com/cbb/players/shan-foster-1.html",62,,,,2004,1,1,0,,,
"Kalen Grimes","https://www.sports-reference.com/cbb/players/kalen-grimes-1.html",63,,,,2004,1,1,0,,,
"Andray Blatche","/players/b/blatcan01.html",64,2005,2,49,2004,1,1,1,1,1,3
"Dayshawn Wright","https://www.sports-reference.com/cbb/players/dayshawn-wright-1.html",65,,,,2004,1,1,0,,,
"Mohamed Tangara","https://www.sports-reference.com/cbb/players/mohamed-tangara-1.html",66,,,,2004,1,1,0,,,
"Alex Galindo","https://www.sports-reference.com/cbb/players/alex-galindo-1.html",67,,,,2004,1,1,0,,,
"Darnell Jackson","/players/j/jacksda01.html",68,2008,2,52,2004,1,1,1,0,,
"C.J. Giles","https://www.sports-reference.com/cbb/players/cj-giles-1.html",69,,,,2004,1,1,0,,,
"Jamar Butler","https://www.sports-reference.com/cbb/players/jamar-butler-1.html",70,,,,2004,1,1,0,,,
"David McClure","https://www.sports-reference.com/cbb/players/david-mcclure-1.html",71,,,,2004,1,1,0,,,
"Joakim Noah","/players/n/noahjo01.html",72,2007,1,9,2004,1,1,1,1,1,1
"Lee Cummard","https://www.sports-reference.com/cbb/players/lee-cummard-1.html",73,,,,2004,1,1,0,,,
"Josh Heytvelt","https://www.sports-reference.com/cbb/players/josh-heytvelt-1.html",74,,,,2004,1,1,0,,,
"Jeremis Smith","https://www.sports-reference.com/cbb/players/jeremis-smith-1.html",74,,,,2004,1,1,0,,,
"A.J. Ratliff","https://www.sports-reference.com/cbb/players/aj-ratliff-1.html",76,,,,2004,1,1,0,,,
"Shaun Pruitt","https://www.sports-reference.com/cbb/players/shaun-pruitt-1.html",77,,,,2004,1,1,0,,,
"Gavin Grant","https://www.sports-reference.com/cbb/players/gavin-grant-1.html",78,,,,2004,1,1,0,,,
"Albert Weber","https://www.sports-reference.com/cbb/players/albert-weber-1.html",79,,,,2004,1,1,0,,,
"Keith Benjamin","https://www.sports-reference.com/cbb/players/keith-benjamin-1.html",81,,,,2004,1,1,0,,,
"DeSean White","https://www.sports-reference.com/cbb/players/desean-white-1.html",82,,,,2004,1,1,0,,,
"Ron Coleman","https://www.sports-reference.com/cbb/players/ron-coleman-1.html",83,,,,2004,1,1,0,,,
"Walter Sharpe","/players/s/sharpwa01.html",84,2008,2,32,2004,1,1,1,0,,
"Zam Fredrick","https://www.sports-reference.com/cbb/players/zam-fredrick-1.html",85,,,,2004,1,1,0,,,
"Devon Hardin","https://www.sports-reference.com/cbb/players/devon-hardin-1.html",86,,,,2004,1,1,0,,,
"Maarty Leunen","https://www.sports-reference.com/cbb/players/maarty-leunen-1.html",87,,,,2004,1,1,0,,,
"David Pendergraft","https://www.sports-reference.com/cbb/players/david-pendergraft-1.html",88,,,,2004,1,1,0,,,
"Nick Young","/players/y/youngni01.html",89,2007,1,16,2004,1,1,1,1,1,4
"Lorrenzo Wade","https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html",89,,,,2004,1,1,0,,,
"DeAaron Williams","https://www.sports-reference.com/cbb/players/deaaron-williams-1.html",91,,,,2004,1,1,0,,,
"Anthony Morrow","/players/m/morroan01.html",91,,,,2004,1,1,0,,,
"James Hardy","https://www.sports-reference.com/cbb/players/james-hardy-2.html",93,,,,2004,1,1,0,,,
"Rahshon Clark","https://www.sports-reference.com/cbb/players/rahshon-clark-1.html",94,,,,2004,1,1,0,,,
"Brian Laing","https://www.sports-reference.com/cbb/players/brian-laing-1.html",95,,,,2004,1,1,0,,,
"Sam Perry","https://www.sports-reference.com/cbb/players/sam-perry-1.html",96,,,,2004,1,1,0,,,
"Longar Longar","https://www.sports-reference.com/cbb/players/longar-longar-1.html",97,,,,2004,1,1,0,,,
"Alex Thompson","https://www.sports-reference.com/cbb/players/alex-thompson-1.html",99,,,,2004,1,1,0,,,
"Channing Toney","https://www.sports-reference.com/cbb/players/channing-toney-1.html",100,,,,2004,1,1,0,,,
"Toney Douglas","/players/d/douglto01.html",100,2009,1,29,2004,1,1,1,1,0,
"Jackie Butler","/players/b/butleja01.html",100,,,,2004,1,0,,,,
"Josh McRoberts","/players/m/mcrobjo01.html",1,2007,2,37,2005,1,1,1,1,1,1
"Monta Ellis","/players/e/ellismo01.html",2,2005,2,40,2005,1,1,2,1,1,2
"Martell Webster","/players/w/webstma02.html",3,2005,1,6,2005,1,1,2,1,1,3
"Tyler Hansbrough","/players/h/hansbty01.html",4,2009,1,13,2005,1,1,1,1,1,4
"Louis Williams","/players/w/willilo02.html",5,2005,2,45,2005,1,1,2,1,1,2
"Julian Wright","/players/w/wrighju01.html",6,2007,1,13,2005,1,1,1,0,,
"Richard Hendrix","https://www.sports-reference.com/cbb/players/richard-hendrix-1.html",7,,,,2005,1,1,0,,,
"Tasmin Mitchell","https://www.sports-reference.com/cbb/players/tasmin-mitchell-1.html",8,,,,2005,1,1,0,,,
"Mario Chalmers","/players/c/chalmma01.html",8,2008,2,34,2005,1,1,1,1,1,2
"Andrew Bynum","/players/b/bynuman01.html",10,2005,1,10,2005,1,1,2,1,1,2
"Keith Brumbaugh","",11,,,,2005,1,0,,,,
"C.J. Miles","/players/m/milescj01.html",12,2005,2,34,2005,1,1,2,1,1,3
"Greg Paulus","https://www.sports-reference.com/cbb/players/greg-paulus-1.html",13,,,,2005,1,1,0,,,
"Amir Johnson","/players/j/johnsam01.html",14,2005,2,56,2005,1,1,2,1,1,1
"Danny Green","/players/g/greenda02.html",15,2009,2,46,2005,1,1,1,1,1,1
"Gerald Green","/players/g/greenge01.html",16,2005,1,18,2005,1,1,2,1,1,3
"Jon Brockman","/players/b/brockjo01.html",17,2009,2,38,2005,1,1,1,0,,
"Andray Blatche","/players/b/blatcan01.html",18,2005,2,49,2005,1,1,2,1,1,3
"Brandon Costner","https://www.sports-reference.com/cbb/players/brandon-costner-1.html",19,,,,2005,1,1,0,,,
"Byron Eaton","https://www.sports-reference.com/cbb/players/byron-eaton-1.html",20,,,,2005,1,1,0,,,
"Micah Downs","https://www.sports-reference.com/cbb/players/micah-downs-1.html",21,,,,2005,1,1,0,,,
"Eric Devendorf","https://www.sports-reference.com/cbb/players/eric-devendorf-1.html",22,,,,2005,1,1,0,,,
"Brandon Rush","/players/r/rushbr01.html",23,2008,1,13,2005,1,1,1,1,1,3
"Korvotney Barber","https://www.sports-reference.com/cbb/players/korvotney-barber-1.html",24,,,,2005,1,1,0,,,
"Lewis Clinch","https://www.sports-reference.com/cbb/players/lewis-clinch-1.html",25,,,,2005,1,1,0,,,
"Jamont Gordon","https://www.sports-reference.com/cbb/players/jamont-gordon-1.html",26,,,,2005,1,1,0,,,
"Shawne Williams","/players/w/willish03.html",27,2006,1,17,2005,1,1,1,0,,
"Joe Krabbenhoft","https://www.sports-reference.com/cbb/players/joe-krabbenhoft-1.html",28,,,,2005,1,1,0,,,
"Marcus Ginyard","https://www.sports-reference.com/cbb/players/marcus-ginyard-1.html",29,,,,2005,1,1,0,,,
"Marcus Williams","/players/w/willima04.html",30,2007,2,33,2005,1,1,1,0,,
"Bobby Frasor","https://www.sports-reference.com/cbb/players/bobby-frasor-1.html",31,,,,2005,1,1,0,,,
"J.P. Prince","https://www.sports-reference.com/cbb/players/jp-prince-1.html",32,,,,2005,1,1,0,,,
"Magnum Rolle","https://www.sports-reference.com/cbb/players/magnum-rolle-1.html",33,,,,2005,1,1,0,,,
"Luke Zeller","/players/z/zellelu01.html",34,,,,2005,1,1,0,,,
"Courtney Fells","https://www.sports-reference.com/cbb/players/courtney-fells-1.html",35,,,,2005,1,1,0,,,
"Dominic James","https://www.sports-reference.com/cbb/players/dominic-james-1.html",36,,,,2005,1,1,0,,,
"Theo Davis","https://www.sports-reference.com/cbb/players/theo-davis-1.html",36,,,,2005,1,0,,,,
"Mike Mercer","https://www.sports-reference.com/cbb/players/mike-mercer-1.html",38,,,,2005,1,1,0,,,
"Eric Boateng","https://www.sports-reference.com/cbb/players/eric-boateng-1.html",39,,,,2005,1,1,0,,,
"Fendi Onobun","https://www.sports-reference.com/cbb/players/fendi-onobun-1.html",39,,,,2005,1,1,0,,,
"Chris Douglas-Roberts","/players/d/douglch01.html",41,2008,2,40,2005,1,1,1,1,0,
"Uche Echefu","https://www.sports-reference.com/cbb/players/uche-echefu-1.html",42,,,,2005,1,1,0,,,
"Tiki Mayben","https://www.sports-reference.com/cbb/players/tiki-mayben-1.html",43,,,,2005,1,1,0,,,
"Terrence Williams","/players/w/willite01.html",44,2009,1,11,2005,1,1,1,1,0,
"Roderick Flemings","https://www.sports-reference.com/cbb/players/roderick-flemings-1.html",45,,,,2005,1,1,0,,,
"Ryan Wright","https://www.sports-reference.com/cbb/players/ryan-wright-1.html",46,,,,2005,1,1,0,,,
"Tyler Smith","https://www.sports-reference.com/cbb/players/tyler-smith-3.html",47,,,,2005,1,1,0,,,
"Vernon Goodridge","https://www.sports-reference.com/cbb/players/vernon-goodridge-1.html",48,,,,2005,1,1,0,,,
"Davon Jefferson","https://www.sports-reference.com/cbb/players/davon-jefferson-1.html",49,,,,2005,1,1,0,,,
"Devan Downey","https://www.sports-reference.com/cbb/players/devan-downey-1.html",50,,,,2005,1,1,0,,,
"Marcus Johnson","https://www.sports-reference.com/cbb/players/marcus-johnson-2.html",51,,,,2005,1,1,0,,,
"Alonzo Gee","/players/g/geeal01.html",52,,,,2005,1,1,0,,,
"Martynas Pocius","https://www.sports-reference.com/cbb/players/martynas-pocius-1.html",53,,,,2005,1,1,0,,,
"Jeff Adrien","/players/a/adrieje01.html",53,,,,2005,1,1,0,,,
"Kevin Rogers","https://www.sports-reference.com/cbb/players/kevin-rogers-1.html",55,,,,2005,1,1,0,,,
"Wilson Chandler","/players/c/chandwi01.html",56,2007,1,23,2005,1,1,1,1,1,3
"Jerel McNeal","/players/m/mcneaje01.html",57,,,,2005,1,1,0,,,
"Sam Young","/players/y/youngsa01.html",58,2009,2,36,2005,1,1,1,1,0,
"Shawn Taggart","https://www.sports-reference.com/cbb/players/shawn-taggart-1.html",58,,,,2005,1,1,0,,,
"Jamal Boykin","https://www.sports-reference.com/cbb/players/jamal-boykin-1.html",60,,,,2005,1,1,0,,,
"Wesley Matthews","/players/m/matthwe02.html",61,,,,2005,1,1,0,,,
"Bryan Harvey","https://www.sports-reference.com/cbb/players/bryan-harvey-1.html",62,,,,2005,1,1,0,,,
"Derwin Kitchen","https://www.sports-reference.com/cbb/players/derwin-kitchen-1.html",63,,,,2005,1,1,0,,,
"Reginald Delk","https://www.sports-reference.com/cbb/players/reginald-delk-1.html",64,,,,2005,1,1,0,,,
"Wink Adams","https://www.sports-reference.com/cbb/players/wink-adams-1.html",65,,,,2005,1,1,0,,,
"Terrel Harris","/players/h/harrite01.html",66,,,,2005,1,1,0,,,
"Antonio Anderson","/players/a/anderan02.html",66,,,,2005,1,1,0,,,
"Leo Lyons","https://www.sports-reference.com/cbb/players/leo-lyons-1.html",66,,,,2005,1,1,0,,,
"Dior Lowhorn","https://www.sports-reference.com/cbb/players/dior-lowhorn-1.html",69,,,,2005,1,1,0,,,
"Brian Asbury","https://www.sports-reference.com/cbb/players/brian-asbury-1.html",70,,,,2005,1,1,0,,,
"Tyrell Biggs","https://www.sports-reference.com/cbb/players/tyrell-biggs-1.html",71,,,,2005,1,1,0,,,
"Tyree Evans","https://www.sports-reference.com/cbb/players/tyree-evans-1.html",72,,,,2005,1,1,0,,,
"David Weaver","https://www.sports-reference.com/cbb/players/david-weaver-1.html",73,,,,2005,1,1,0,,,
"Ricky Sanchez","",73,,,,2005,1,0,,,,
"Danny Williams","",75,,,,2005,1,0,,,,
"Andre McGee","https://www.sports-reference.com/cbb/players/andre-mcgee-1.html",76,,,,2005,1,1,0,,,
"Kevin Swinton","https://www.sports-reference.com/cbb/players/kevin-swinton-1.html",76,,,,2005,1,1,0,,,
"Rashad Woods","https://www.sports-reference.com/cbb/players/rashad-woods-1.html",78,,,,2005,1,1,0,,,
"Alade Aminu","/players/a/aminual02.html",79,,,,2005,1,1,0,,,
"Casaan Breeden","https://www.sports-reference.com/cbb/players/casaan-breeden-1.html",80,,,,2005,1,1,0,,,
